"phi","tau","gamma","combIdx","condition"
0.180072903643391,17.8462696340981,0.997242064934391,51,"LP"
0.193021145424131,17.5677984033284,0.997366731408529,51,"LP"
0.213038209741629,17.3076467129078,0.996889522034364,51,"LP"
0.270159118616156,17.4270915208121,0.997866854049505,51,"LP"
0.289781329961043,17.1965602436342,0.997785798024838,51,"LP"
0.330955118392775,17.0298775924034,0.997364325193916,51,"LP"
0.150806481192837,14.145165971294,0.980959294716882,51,"LP"
0.104149954801898,9.79725692687626,0.970738488358099,51,"LP"
0.144375279577491,9.33048138015952,0.969829337080546,51,"LP"
0.140379631815666,5.26386723104719,0.995462561359257,51,"LP"
0.114391887296589,16.7454434052241,0.968052948830547,51,"LP"
0.120717781874809,16.4689523686217,0.971179915150543,51,"LP"
0.0832619557696739,15.3848330493218,0.977315032327133,51,"LP"
0.0825686956621102,15.491311510778,0.975160478335399,51,"LP"
0.0815341094249039,15.584457554526,0.971782698032714,51,"LP"
0.469852509260517,7.82755242413655,0.992606286124205,51,"LP"
0.33371689416317,4.2267668686003,0.993709985830825,51,"LP"
0.333925524970743,4.83070056594492,0.994224993888777,51,"LP"
0.255357184204421,10.9103337854198,0.997610700506377,51,"LP"
0.565248292624976,7.64360993174713,0.998190360188451,51,"LP"
0.106999285136087,3.89752938180373,0.99569591608501,51,"LP"
0.254105691533623,2.65419627349985,0.980404577726806,51,"LP"
0.26123634005915,3.09730206937169,0.986929484424863,51,"LP"
0.220527288890493,4.41673145357971,0.971290999834436,51,"LP"
0.0580952630875672,2.92995126925251,0.976368399128274,51,"LP"
0.418563386101503,4.47083426826038,0.976864039101613,51,"LP"
0.381098645231708,4.62708222142333,0.998431191845222,51,"LP"
0.422442578034325,19.3688446605146,0.997387485267213,51,"LP"
0.531384814688798,22.2936871672797,0.99422301842819,51,"LP"
0.284408295115131,21.1017262587795,0.99412431188707,51,"LP"
0.87077623577216,22.8307971324442,0.999999787587849,51,"LP"
0.845919258325982,18.8285738047827,0.999999187296872,51,"LP"
0.119549274065267,7.30876171171032,0.999317562832214,51,"LP"
0.100271587360938,6.76154417522825,0.999533455744009,51,"LP"
0.104876851096076,11.9954529411241,0.999190965971255,51,"LP"
0.221370331619914,10.0320162261292,0.999817626787571,51,"LP"
0.408136140541424,3.65685482075741,0.996474511990144,51,"LP"
0.376522623988532,5.50222989712537,0.994615953848494,51,"LP"
0.265207511289719,4.43697858277154,0.986581965171771,51,"LP"
0.309818457026781,4.72983003368707,0.995677734781639,51,"LP"
0.188798802435942,5.38683065177721,0.96760736356277,51,"LP"
0.246390862320342,4.33537489934884,0.97592452936627,51,"LP"
0.470885677811267,6.34333440604018,0.99161682467926,51,"LP"
0.450965387297916,7.58293297389402,0.996425867889845,51,"LP"
0.523748957177371,6.46355681038907,0.99573794026259,51,"LP"
0.550341729389504,5.65471989393381,0.998319860251089,51,"LP"
0.0360928774601749,5.79453708553896,0.995815305154259,51,"LP"
0.206336616846658,5.65382623117669,0.993567588145189,51,"LP"
0.319560953717827,21.8204391525344,0.996210622926666,51,"LP"
0.28059633881696,18.574165392427,0.998852097826974,51,"LP"
0.248986271904699,2.99868360375141,0.986099220891491,51,"LP"
0.254075670105364,3.73178905974112,0.991826557619686,51,"LP"
0.118439720619094,11.7833639901461,0.989372773342362,51,"LP"
0.234342301381837,22.33108017642,0.9962840982189,51,"LP"
0.0879066903910791,8.06764969080926,0.990822056463071,51,"LP"
0.0609203181267206,6.87821354354065,0.986659635690426,51,"LP"
0.200605856615658,4.99031189275096,0.97358524662125,51,"LP"
0.1252210717845,7.1996456190512,0.97727717187957,51,"LP"
0.25581384693643,5.01798331832852,0.981860329719066,51,"LP"
0.33437253994726,7.23987418287315,0.977072284919543,51,"LP"
0.14681191957436,3.47263985043183,0.997730408215449,51,"LP"
0.675301080509484,10.1197870268954,0.997826085832996,51,"LP"
0.869553714557256,20.2182508119091,0.998650993786456,51,"LP"
0.812655852229862,12.2788453471553,0.999578224979906,51,"LP"
0.7740102727339,26.2927651789928,0.999333442065941,51,"LP"
0.830488086653568,24.8287622739808,0.999144501576379,51,"LP"
0.674063962604818,22.1992806518157,0.998175033169987,51,"LP"
0.832537700076759,25.6145411442318,0.999350306941053,51,"LP"
0.83054855483082,25.7297963801949,0.999681555442154,51,"LP"
0.423772821924146,19.7504885894832,0.997491282680237,51,"LP"
0.458033286458752,19.7269642545617,0.999324590478064,51,"LP"
0.741575242700314,17.244143199952,0.999120564195303,51,"LP"
0.770104168351883,16.5818726212906,0.998452415980077,51,"LP"
0.187685081776671,13.6829908590225,0.999846220983218,51,"LP"
0.126867865445847,6.99833905838485,0.999644606404193,51,"LP"
0.0401719000441031,9.04270361179015,0.999906821453042,51,"LP"
0.0317346845140196,8.76853617858198,0.999985952995817,51,"LP"
0.095584413242348,8.19529185956089,0.999993430834654,51,"LP"
0.0299397888533742,11.6510242246843,0.999979905812511,51,"LP"
0.040516252451786,15.5561605039036,0.999981331100009,51,"LP"
0.28438658034056,8.37403246223263,0.999940337210066,51,"LP"
0.109703922799347,7.14149281307625,0.999955533286372,51,"LP"
0.12151775764148,11.4064994116478,0.999972509621034,51,"LP"
0.435927681309999,5.12018283318003,0.999905110230476,51,"LP"
0.214550431150526,6.03265684078828,0.99952267912872,51,"LP"
0.0940827866985229,9.39685667415033,0.999467177322882,51,"LP"
0.645836275584792,13.004048456221,0.993998096830695,51,"LP"
0.0416361239825922,4.49554262752094,0.994498463278361,51,"LP"
