"phi","tau","gamma","combIdx","condition"
0.074196131519379,18.9511090350743,0.293924501195164,48,"LP"
0.0534410221152242,18.7678923356184,0.329247433086995,48,"LP"
0.0356454886412477,25.6055351087081,0.470593206580203,48,"LP"
0.060884637383786,25.2887672506437,0.464004316434744,48,"LP"
0.0617411150546893,23.7283162967306,0.486791139782848,48,"LP"
0.0843556926683703,24.864844401684,0.35533710477748,48,"LP"
0.0533046207355971,27.0705974841816,0.628638973968299,48,"LP"
0.0195731146540762,28.1488178996457,0.534957637251973,48,"LP"
0.0185177366443923,29.1073261690247,0.0411478168816053,48,"LP"
0.00302712534257166,29.6720192658335,0.953914380461664,48,"LP"
0.00199967030309312,29.0373893399609,0.399623736594216,48,"LP"
0.000364751563150745,29.7101505115196,0.830360858504083,48,"LP"
0.000769020217564642,29.6793258697002,0.857753064503449,48,"LP"
0.000763983635951315,29.6786965666967,0.852069946389347,48,"LP"
0.0227595415737618,28.8822618793932,0.14035927937766,48,"LP"
0.00986177093055574,28.2189370935207,0.215920621490461,48,"LP"
0.0120564017507169,29.0796725370404,0.144314908439069,48,"LP"
0.0258578265749845,29.2936925086213,0.252467496879159,48,"LP"
0.0182739389186926,29.1606094073304,0.71393738425768,48,"LP"
0.017325360909064,28.9884536405736,0.388022237479251,48,"LP"
0.0248490244972774,29.163586887051,0.303171848777435,48,"LP"
0.020332779789286,28.5457256048075,0.582507773252971,48,"LP"
0.0170255840507356,28.4719897918943,0.751552980097773,48,"LP"
0.0433429609447632,28.2122716365028,0.274893586567368,48,"LP"
0.0205385625458223,27.8835601620408,0.437428022536184,48,"LP"
0.0197167339922778,27.131002342758,0.119448753666246,48,"LP"
0.0736491846606818,18.3688443219137,0.258038756526067,48,"LP"
0.0788810951886387,24.4377201842404,0.475586293351965,48,"LP"
0.0798253884018936,24.2439924888384,0.502299345265962,48,"LP"
0.0172989311981768,21.8525042598397,0.379557419328953,48,"LP"
0.0120280976454511,25.2129883417639,0.280897408543097,48,"LP"
0.0148135683638655,23.5542204260995,0.216843503092996,48,"LP"
0.00302537011540316,22.0189776401093,0.252268354318247,48,"LP"
0.00191467407247004,18.5811703179709,0.205092383972742,48,"LP"
0.00226437143919023,18.0617760598666,0.458409870565857,48,"LP"
0.0128721401039417,21.6282885839846,0.54069261086999,48,"LP"
0.00389172023337325,25.1438732227377,0.0666177030308247,48,"LP"
0.00434377592363477,22.7024423064477,0.0675279343996759,48,"LP"
0.0123133335121115,24.2293259656127,0.0538148961803565,48,"LP"
0.00301512537716464,18.1176289985389,0.230915416679052,48,"LP"
0.00765372596016856,25.507745412659,0.269453440467959,48,"LP"
0.0289924548061131,17.8617582400288,0.735658371903791,48,"LP"
0.0462699840620453,15.966666565304,0.613290911394317,48,"LP"
0.023653767668453,27.1508772207661,0.807934244564176,48,"LP"
0.0176303609803588,28.2285765907359,0.837979575694215,48,"LP"
0.0903581983201874,23.7528282118573,0.243970162411846,48,"LP"
0.0618554312040875,25.6752367413145,0.0596604581609524,48,"LP"
0.063962866803866,24.3804669553302,0.0978339686904937,48,"LP"
0.0678915409043386,25.3203550684357,0.0182579248441236,48,"LP"
0.0463480466849265,25.9737540504788,0.0515701966958595,48,"LP"
0.0590318078717045,21.0741287357758,0.104859755160057,48,"LP"
0.0568538377011402,17.862637225868,0.581638205103415,48,"LP"
0.0468135512297279,17.0035704061439,0.375451363404034,48,"LP"
0.0548620710747112,13.5025732642425,0.222962787341098,48,"LP"
0.0403263216934053,14.8597728547988,0.28789519361942,48,"LP"
0.0326109839010095,15.4485279298352,0.311407277805427,48,"LP"
0.0269914531823729,14.6435192474056,0.386571576209901,48,"LP"
0.0344874992516045,8.93424440667313,0.222574344433917,48,"LP"
0.0462489896472807,22.6403326845839,0.119989474444702,48,"LP"
0.0617414389443468,22.4039740917615,0.109579091828262,48,"LP"
0.0666669008848758,21.6486882145687,0.125242988023585,48,"LP"
0.069268842537678,22.7585205231948,0.419415037086547,48,"LP"
0.0518044448407093,23.1927064144101,0.397511075878215,48,"LP"
0.040778584833749,15.2699202540135,0.404020825379041,48,"LP"
0.0224529509620069,18.4817919280956,0.430353681036564,48,"LP"
0.0426767011273808,20.8879106045105,0.33739174076782,48,"LP"
0.0593933391474525,11.1142908134238,0.19201279047141,48,"LP"
0.0427432189949716,17.4815893831459,0.426284084690347,48,"LP"
0.0384103715724969,23.5569560915635,0.323903197402431,48,"LP"
0.0376520567819879,28.6074183597712,0.128764578849003,48,"LP"
0.0587674740566612,26.6447739594334,0.30997824840246,48,"LP"
0.0147968484868463,8.59591361959782,0.324434755762828,48,"LP"
0.0591305268215399,8.74704544131532,0.355967996294869,48,"LP"
0.0516083818454065,9.34095238294063,0.337175628338445,48,"LP"
0.0389541926355373,15.1173488929324,0.39512935321046,48,"LP"
0.0461853187292053,8.23489837724091,0.227748002080096,48,"LP"
0.010486248234192,12.4709976255423,0.104373588801826,48,"LP"
0.00685940096160975,20.894347070296,0.561497072612004,48,"LP"
0.0323177143275014,10.4754090552112,0.727083740332235,48,"LP"
0.0263345758042578,12.1998758059176,0.396185369798753,48,"LP"
0.0566140409454137,15.9886950185745,0.324053482081553,48,"LP"
0.056547581480868,24.4760166575881,0.187546102202125,48,"LP"
0.0171428714454267,24.1722080222132,0.170661337030777,48,"LP"
0.020481751020204,23.8289084139934,0.182183559868693,48,"LP"
0.0152979091837747,15.5129991526604,0.291265295940095,48,"LP"
0.0145432805666186,14.1053520757287,0.280013616319103,48,"LP"
0.00880287779771838,11.615258755414,0.224741419264961,48,"LP"
0.0111595939905836,10.3967278717388,0.282968168320533,48,"LP"
0.0197606721441617,10.666910540863,0.404672857768027,48,"LP"
0.00499153942623776,26.0983080031637,0.667620916291963,48,"LP"
0.0162718378213315,13.3972551207185,0.344298573491206,48,"LP"
0.00635721153074931,11.2513096750578,0.705329429633012,48,"LP"
0.00068944808116489,22.6449947783188,0.390377892075057,48,"LP"
0.00153867604278424,20.1688377541268,0.0114646597287007,48,"LP"
0.0130870515314669,20.5316645195188,0.0385407705674895,48,"LP"
0.0108489074186645,23.9318553844061,0.0194376380778577,48,"LP"
0.0104405239974737,28.601892026263,0.0819760191289945,48,"LP"
0.00665554207618013,26.6675483253874,0.0466087025476128,48,"LP"
0.00707989911097573,25.7627636823319,0.039214799372277,48,"LP"
0.0134603880540141,25.6785469929603,0.122427370165283,48,"LP"
0.0331125843009271,26.1180874440921,0.325994976256543,48,"LP"
0.0196514751601655,18.7525961360927,0.332039065176966,48,"LP"
0.0192227200513531,18.7658307979613,0.187755533604389,48,"LP"
0.0522062778693926,16.7452740462627,0.408227056529474,48,"LP"
0.0511211593367632,20.6526345616628,0.0147335495235464,48,"LP"
0.0331706354466225,13.5585973137188,0.0201197584565457,48,"LP"
0.0526066431420439,24.5917070584338,0.0108039717739963,48,"LP"
0.0653155569148989,24.8009153657802,0.0103842491875235,48,"LP"
0.0757703472424242,25.6334196196664,0.0446219481773367,48,"LP"
0.0729083546183616,24.7520486506787,0.0118984673391553,48,"LP"
0.0567515930682541,15.7255140729025,0.189263207815783,48,"LP"
0.0579174382026643,15.2369383942548,0.222214268397895,48,"LP"
0.0418228929082661,10.9494161630918,0.245864004530149,48,"LP"
0.0226016316402604,25.074998362979,0.453673921661377,48,"LP"
0.024815734917173,25.2789051235628,0.506439582183334,48,"LP"
0.0213889072004595,24.4985189087446,0.307497724586714,48,"LP"
0.0539858812784814,17.7976285277505,0.386405756791671,48,"LP"
0.0424013113655406,17.2959064028652,0.559375858341739,48,"LP"
0.0446329254255649,16.8991303974577,0.544118439863214,48,"LP"
0.0313706982046758,17.6979934028683,0.36861291363064,48,"LP"
0.0140530834955612,10.9450027189124,0.586651714052621,48,"LP"
0.0189167468813582,9.47528295249859,0.753587506421528,48,"LP"
0.0649519099444675,29.1021199226611,0.0555016056368358,48,"LP"
0.0795180789435745,29.1577163158025,0.058347353974774,48,"LP"
0.0839631768110537,28.5378742267554,0.210503786092715,48,"LP"
0.0829350701672442,28.5709158897823,0.0945577941730115,48,"LP"
0.0596193847162961,29.0598045816316,0.118581256670044,48,"LP"
0.0868035957790023,27.6642374300806,0.431933455365181,48,"LP"
0.0581171907979723,22.3830166829938,0.193548375652006,48,"LP"
0.00892707923983271,27.3700926242398,0.176433361763845,48,"LP"
0.00865153456297929,27.3472234558069,0.194605282432842,48,"LP"
0.0159647036170132,26.623677415394,0.149382112617351,48,"LP"
0.0481325049832104,27.7688504558595,0.508456213236037,48,"LP"
0.0957761596753492,26.3404817274643,0.339827322744488,48,"LP"
0.0659463511823376,26.5810999577904,0.354570637148657,48,"LP"
0.00597801564914269,16.8660751675338,0.885326734380113,48,"LP"
0.0272929975449963,12.2332660501406,0.626822032908916,48,"LP"
0.0112679603701478,21.2867918949345,0.344308308095756,48,"LP"
0.0637428297534146,20.4213088681414,0.320365502185654,48,"LP"
0.0599533926355079,22.1885727763296,0.29670118622564,48,"LP"
0.0327482934363604,21.2387873732233,0.201403394688296,48,"LP"
0.035726376686179,20.9450962227376,0.290424593888213,48,"LP"
0.017883259576281,17.5832433026593,0.588778912066337,48,"LP"
0.00537112887745073,23.0922505816264,0.343585450451921,48,"LP"
0.00907560202997926,21.9069085192692,0.346751294052554,48,"LP"
0.0441758513344058,28.3421327111505,0.1839117299482,48,"LP"
0.0256123926327139,27.819519531552,0.355229903703639,48,"LP"
0.0341380266638738,24.3774898216611,0.63282395495063,48,"LP"
0.0443085780832018,15.6011541731906,0.461864944422696,48,"LP"
0.0551601991032189,23.4333390489363,0.147842625836841,48,"LP"
0.0948045204341128,24.2935223518771,0.176684723605365,48,"LP"
0.0492347776465987,25.0061331926969,0.184834736632469,48,"LP"
0.0230348400647475,25.5608204073721,0.256542064965183,48,"LP"
0.0269892988272077,22.0338063442887,0.274237404855457,48,"LP"
0.0173569199818578,22.5550283518069,0.177005551439979,48,"LP"
0.0295312354739949,17.3172636177432,0.204891260504245,48,"LP"
0.0747738293155129,22.9946986447186,0.066748976243628,48,"LP"
0.0611689182390722,22.6650383121471,0.0270626175687032,48,"LP"
0.0708619722852112,17.841384395227,0.22363481698557,48,"LP"
0.0701539921064461,15.4134661811139,0.28210393946757,48,"LP"
0.0264025873194558,9.87675917717855,0.684595817661136,48,"LP"
0.0319412233274952,9.73707955031297,0.759649419309683,48,"LP"
0.0524913639067894,26.8609228730623,0.113877618144012,48,"LP"
0.0800503242524565,27.1300416810392,0.138943043248102,48,"LP"
0.00525884592229531,6.53033150232636,0.340839643580179,48,"LP"
0.0188941431543369,13.2121772512433,0.203416108256574,48,"LP"
0.0906050372187652,17.316922107929,0.221915454234711,48,"LP"
0.0391911590367033,16.4420364817571,0.204530650608195,48,"LP"
0.0152164166920992,8.49690597866426,0.184391314753178,48,"LP"
0.0327074587473862,28.532279293664,0.806665150981518,48,"LP"
0.0785377061326384,19.8018856546787,0.254113131607137,48,"LP"
0.0543336707971201,23.6369985211823,0.219668220786898,48,"LP"
0.0526472597214601,20.1474074294857,0.619401398087953,48,"LP"
0.0714202826667554,21.832195648741,0.35420365123154,48,"LP"
